,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
244,244,2.0,0.9649999737739563,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['madras', 'high', 'court', 'thursday', 'warn', 'animal', 'welfare', 'board', 'india', 'awbi', 'secretary', 'k', 'dutta', 'impose', 'cost', 'explain', 'october', 'board', 'withdraw', 'circular', 'issue', 'august', 'closure', 'slaughter', 'house', 'country', 'jain', 'festival', 'paryushan', 'parva']"
245,245,3.0,0.9469000101089478,"police, test, district, court, report, health, patients, september, positive, accuse","['northeast', 'monsoon', 'ahead', 'pandemic', 'district', 'administration', 'draw', 'action', 'plan', 'contain', 'outbreak', 'vector', 'bear', 'diseases', 'particularly', 'dengue', 'chikungunya', 'figure', 'available', 'months', 'vector', 'bear', 'diseases', 'case', 'period', 'record', 'correspond', 'months', 'year', 'administration', 'want', 'chance', 'spike', 'dengue', 'case', 'happen', 'october', 'december', 'period', 'year', 'puducherry', 'record', 'case', 'dengue', 'case', 'chikungunya', 'far', 'year', 'region', 'report', 'dengue', 'chikungunya', 'case', 'district', 'collector', 'cum', 'secretary', 'health', 'arun', 'convene', 'meet', 'review', 'preparedness', 'deal', 'dengue', 'wednesday', 'tell', 'hindu', 'administration', 'decide', 'observe', 'friday', 'dry', 'day', 'day', 'coolers', 'flowerpots', 'birdbaths', 'water', 'containers', 'stagnate', 'water', 'possible', 'breed', 'ground', 'aedes', 'mosquitoes', 'responsible', 'transmit', 'dengue', 'keep', 'dry', 'say', 'appeal', 'public', 'residents', 'associations', 'non', 'governmental', 'organisations', 'educational', 'institutions', 'actively', 'participate', 'dry', 'day', 'need', 'contain', 'spread', 'dengue', 'pandemic', 'mortality', 'high', 'vector', 'bear', 'diseases', 'say', 'administration', 'plan', 'massive', 'clean', 'awareness', 'program', 'containment', 'zone', 'kalapet', 'sholai', 'nagar', 'ariankuppam', 'mettupalayam', 'moolakulam', 'oulgaret', 'vanarapet', 'areas', 'give', 'clear', 'instructions', 'public', 'work', 'department', 'local', 'administration', 'department', 'clear', 'drain', 'onset', 'monsoon', 'collector', 'say']"
246,246,2.0,0.9914000034332275,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['justify', 'assertion', 'india', 'anna', 'dravida', 'munnetra', 'kazhagam', 'protest', 'plan', 'congress', 'farm', 'bill', 'union', 'territory', 'counter', 'productive', 'contain', 'covid', 'lieutenant', 'governor', 'kiran', 'bedi', 'thursday', 'say', 'mla', 'right', 'clear', 'undermine', 'joint', 'hard', 'work', 'contain', 'covid', 'spread', 'respond', 'letterby', 'aiadmk', 'floor', 'leader', 'anbalagan', 'seek', 'action', 'chief', 'minister', 'narayanasamy', 'call', 'agitation', 'centre', 'september', 'lieutenant', 'governor', 'whatsapp', 'message', 'say', 'disturb', 'recovery', 'agitations', 'highly', 'detrimental', 'ill', 'time', 'joint', 'efforts', 'icmr', 'medical', 'team', 'officials', 'law', 'enforcement', 'agencies', 'lead', 'reduction', 'positivity', 'rate', 't', 'lt', 'governor', 'say', 'earlier', 'day', 'mr', 'anbalagan', 'letter', 'lt', 'governor', 'seek', 'action', 'chief', 'minister', 'call', 'agitation', 'chief', 'minister', 'head', 'state', 'disaster', 'management', 'authority', 'violate', 'provision', 'disaster', 'management', 'act', 'epidemic', 'diseases', 'act', 'intend', 'participate', 'agitation', 'appeal', 'lt', 'governor', 'immediately', 'intervene', 'initiate', 'action', 'chief', 'minister', 'mr', 'anbalagan', 'say', 'appeal', 'union', 'home', 'minister', 'narayanasamy', 'lead', 'government', 'suspend', 'animation', 'plan', 'agitation']"
247,247,2.0,0.9923999905586243,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['dmk', 'president', 'k', 'stalin', 'thursday', 'question', 'basis', 'prime', 'minister', 'narendra', 'modi', 'praise', 'tamil', 'nadu', 'efforts', 'combat', 'covid', 'say', 'discrete', 'assessment', 'intelligence', 'bureau', 'bring', 'grind', 'reality', 'statement', 'issue', 'say', 'mr', 'modi', 'wednesday', 'praise', 'chief', 'minister', 'edappadi', 'palaniswami', 'handle', 'pandemic', 'know', 'truth', 'state', 'efforts', 'scam', 'procurement', 'medical', 'equipment', 'conduct', 'discrete', 'assessment', 'intelligence', 'bureau', 'people', 'welfare', 'hope', 'prime', 'minister', 'interest', 'welfare', 'people', 'tamil', 'nadu', 'case', 'broad', 'view', 'issue', 'instead', 'look', 'prism', 'bjp', 'alliance', 'aiadmk', 'truth', 'state', 'government', 'massive', 'failure', 'handle', 'pandemic', 'doldrums', 'state', 'economy', 'unemployment', 'state', 'dissatisfaction', 'middle', 'class', 'aiadmk', 'government', 'state', 'fiscal', 'deficit', 'maladministration', 'government', 'issue', 'mr', 'stalin', 'say', 'leader', 'opposition', 'say', 'wonder', 'chief', 'minister', 'warrant', 'certificate', 'appreciation', 'mr', 'modi', 'list', 'statistics', 'relate', 'pandemic', 'deaths', 'cause', 'mr', 'stalin', 'say', 'wonder', 'chief', 'minister', 'give', 'mr', 'modi', 'right', 'information', 'like', 'bjp', 'government', 'centre', 'data', 'government', 'tamil', 'nadu', 'government', 'data', 'government', 'government', 'hide', 'real', 'number', 'afraid', 'disclose', 'real', 'number', 'covid', 'deaths', 'state', 'government', 'provide', 'false', 'data', 'hide', 'truth', 'people', 'say']"
248,248,0.0,0.6675999760627747,"party, india, congress, day, house, opposition, sabha, bjp, people, bill","['report', 'prepare', 'state', 'performance', 'audit', 'officer', 'delay', 'construct', 'storey', 'house', 'tower', 'thuruthy', 'west', 'kochi', 'landless', 'beneficiaries', 'area', 'hold', 'mayor', 'additional', 'secretary', 'superintend', 'engineer', 'kochi', 'corporation', 'accountable', 'have', 'violate', 'rule', 'return', 'security', 'deposit', 'contractor', 'completion', 'work']"
249,249,5.0,0.8029000163078308,"farmers, india, bill, health, farm, price, protest, market, patients, care","['follow', 'covid', 'outbreak', 'stock', 'sanitisers', 'mask', 'stay', 'home', 'lockdown', 'manage', 'contract', 'virus', 'thank', 'paranoia', 'visit', 'hospital', 'minute', 'develop', 'cough', 'temperature', 'advise', 'dread', 'rt', 'pcr', 'test', 'fear', 'worst', 'follow', 'precautions', 'tee', 'read', 'recovery', 'covid', 'struggle', 'unfortunately', 'result', 'come', 'suddenly', 'hospital', 'bed', 'home', 'days', 'contact', 'outside', 'world', 'healthcare', 'workers', 'personal', 'protective', 'equipment', 'attach', 'iv', 'drip', 'leave', 'hand', 'communicate', 'sign', 'language', 'riddle', 'anxiety', 'family', 'check', 'heave', 'huge', 'sigh', 'relief', 'receive', 'news', 'negative', 'result', 'couple', 'days', 'later', 'symptoms', 'covid', 'hit', 'hard', 'experience', 'intense', 'fatigue', 'felt', 'like', 'freight', 'train', 'hit', 'frequent', 'headaches', 'like', 'thunderclaps', 'inside', 'brain', 'new', 'york', 'time', 'aptly', 'describe', 'lung', 'inflammation', 'despite', 'smoker', 'persistent', 'cough', 'important', 'understand', 'unlike', 'diseases', 'recover', 'covid', 'linear', 'process', 'days', 'wake', 'feel', 'perfectly', 'normal', 'hours', 'overcome', 'breathlessness', 'need', 'oxygen', 'mask', 'take', 'tablets', 'day', 'multiple', 'blood', 'test', 'ray', 'ct', 'scan', 'lot', 'intravenous', 'fluids', 'read', 'recover', 'covid', 'patients', 'face', 'difficulties', 'isn', 'physical', 'symptoms', 'isolation', 'get', 'allow', 'visit', 'talk', 'doctor', 'communicate', 'video', 'call', 'experience', 'stick', 'room', 'overwhelm', 'weeks', 'doctor', 'felt', 'stable', 'leave', 'hadn', 'test', 'negative', 'home', 'quarantine', 'pick', 'plat', 'food', 'parent', 'leave', 'outside', 'bedroom', 'door', 'check', 'blood', 'oxygen', 'level', 'pulse', 'oximeter', 'days', 'earlier', 'despite', 'symptoms', 'reduce', 'drastically', 'test', 'positive', 'show', 'recovery', 'slow', 'frustrate', 'journey', 'privilege', 'lucky', 'get', 'test', 'get', 'access', 'hospital', 'bed', 'immediately', 'exhibit', 'symptoms', 'comfortable', 'room', 'home', 'family', 'help', 'job', 'allow', 'work', 'home', 'film', 'correspondent', 'pay', 'review', 'track', 'movies', 'show', 'online', 'watch', 'episodes', 'friends', 'office', 'netflix', 'vadivelu', 'comedy', 'scenes', 'youtube', 'great', 'distraction', 'time', 'hospital', 'recite', 'list', 'favourite', 'movies', 'football', 'club', 'time', 'anxiety', 'get', 'severe', 'thousands', 'fellow', 'journalists', 'continue', 'brave', 'pandemic', 'daily', 'basis', 'report', 'go', 'office', 'case', 'covid', 'unique', 'read', 'teenager', 'test', 'positive', 'time', 'row', 'year', 'old', 'fight', 'virus', 'week', 'virus', 'follow', 'pattern', 'know', 'get', 'infect', 'advice', 'stay', 'home', 'possible']"
250,250,3.0,0.9965000152587891,"police, test, district, court, report, health, patients, september, positive, accuse","['madras', 'high', 'court', 'thursday', 'stay', 'proceed', 'pursuant', 'fresh', 'cause', 'notice', 'issue', 'dmk', 'president', 'k', 'stalin', 'mlas', 'party', 'september', 'have', 'allegedly', 'breach', 'privilege', 'legislative', 'assembly', 'display', 'gutkha', 'chew', 'tobacco', 'sachets', 'july', 'justice', 'pushpa', 'sathyanarayana', 'hold', 'petitioners', 'prima', 'facie', 'case', 'grant', 'interim', 'relief', 'balance', 'convenience', 'favour', 'order', 'notice', 'speaker', 'petitioners', 'main', 'plea', 'quash', 'showcause', 'notice', 'ground', 'perversity', 'illegality', 'mala', 'fides', 'lack', 'jurisdiction', 'judge', 'agree', 'senior', 'counsel', 'shunmugasundaram', 'r', 'elango', 'amit', 'anand', 'tiwari', 'chief', 'justice', 'amreshwar', 'pratap', 'sahi', 'justice', 'senthilkumar', 'ramamoorthy', 'august', 'give', 'specific', 'find', 'possession', 'display', 'gutkha', 'sachets', 'prohibit', 'law', 'amount', 'breach', 'privilege', 'dispose', 'earlier', 'batch', 'writ', 'petition', 'file', 'mlas', 'challenge', 'previous', 'cause', 'notice', 'issue', 'august', 'act', 'division', 'bench', 'say', 'gutkha', 'equate', 'substances', 'like', 'narcotic', 'drug', 'liquor', 'bottle', 'possession', 'se', 'illegal', 'breach', 'privilege', 'poor', 'enforcement', 'bench', 'point', 'intention', 'mlas', 'display', 'gutkha', 'sachets', 'assembly', 'promote', 'substance', 'manufacture', 'transportation', 'storage', 'distribution', 'sale', 'ban', 'state', 'intend', 'exhibit', 'poor', 'enforcement', 'ban', 'free', 'availability', 'substance', 'bunk', 'shop', 'judgment', 'division', 'bench', 'challenge', 'respondents', 'speaker', 'assembly', 'secretary', 'committee', 'privilege', 'instead', 'think', 'fit', 'issue', 'fresh', 'cause', 'notice', 'base', 'liberty', 'grant', 'bench', 'deliberate', 'issue', 'committee', 'opinion', 'breach', 'commit', 'justice', 'sathyanarayana', 'say', 'challenge', 'fresh', 'notice', 'present', 'batch', 'case', 'mlas', 'contend', 'rule', 'tamil', 'nadu', 'legislative', 'assembly', 'rule', 'clearly', 'state', 'issue', 'breach', 'privilege', 'restrict', 'specific', 'matter', 'recent', 'occurrence', 'fresh', 'notice', 'issue', 'september', 'event', 'occur', 'july', 'argue', 'petitioners', 'say', 'rule', 'prohibit', 'person', 'member', 'committee', 'privilege', 'personal', 'direct', 'character', 'prejudicially', 'affect', 'proceed', 'present', 'case', 'object', 'presence', 'deputy', 'speaker', 'pollachi', 'jayaraman', 'deputy', 'chief', 'minister', 'panneerselvam', 'committee', 'point', 'deputy', 'speaker', 'file', 'defamation', 'suit', 'mr', 'stalin', 'high', 'court', 'claim', 'compensation', 'crore', 'dmk', 'mlas', 'oppose', 'continuance', 'mr', 'panneerselvam', 'cabinet', 'despite', 'have', 'vote', 'confidence', 'motion', 'move', 'chief', 'minister', 'edappadi', 'palaniswami', 'february', 'presence', 'deputy', 'speaker', 'deputy', 'chief', 'minister', 'present', 'committee', 'vitiate', 'entire', 'proceed', 'petitioners', 'say']"
251,251,4.0,0.9947999715805054,"crore, level, water, land, allege, protest, revenue, september, work, market","['persons', 'puducherry', 'district', 'infect', 'covid', 'august', 'end', 'result', 'jipmer', 'sero', 'survey', 'find', 'sero', 'survey', 'launch', 'round', 'august', 'september', 'show', 'july', 'end', 'august', 'antibody', 'sero', 'prevalence', 'show', 'fold', 'increase', 'keep', 'fold', 'rise', 'number', 'confirm', 'case', 'period', 'puducherry', 'jipmer', 'say', 'press', 'note', 'sero', 'survey', 'indicate', 'persons', 'district', 'show', 'evidence', 'covid', 'infection', 'second', 'round', 'data', 'indicate', 'puducherry', 'high', 'rate', 'transmission', 'august', 'prevalence', 'serological', 'evidence', 'antibodies', 'population', 'higher', 'detect', 'rt', 'pcr', 'time', 'point', 'fold', 'respectively', 'july', 'august', 'end', 'august', 'nearly', 'fifth', 'population', 'puducherry', 'infect', 'covid', 'infection', 'jipmer', 'release', 'say', 'accord', 'press', 'note', 'community', 'base', 'serological', 'survey', 'conduct', 'intervals', 'weeks', 'attempt', 'information', 'extent', 'spread', 'trend', 'infection', 'blood', 'sample', 'collect', 'randomly', 'select', 'adults', 'cluster', 'ratio', 'urban', 'rural', 'areas', 'replicate', 'population', 'distribution', 'puducherry', 'survey', 'conduct', 'august', 'september', 'round', 'august', 'adults', 'test', 'antibodies', 'sars', 'cov', 'higher', 'positivity', 'urban', 'areas', 'versus', 'women', 'versus', 'round', 'data', 'reflect', 'cumulative', 'proportion', 'puducherry', 'population', 'infect', 'july', 'second', 'round', 'adults', 'test', 'antibodies', 'sars', 'cov', 'infection', 'second', 'round', 'positivity', 'rate', 'similar', 'urban', 'rural', 'population', 'versus', 'men', 'women', 'versus', 'second', 'round', 'data', 'reflect', 'cumulative', 'proportion', 'puducherry', 'population', 'infect', 'covid', 'august', 'number', 'case', 'record', 'district', 'population', 'july', 'august', 'respectively', 'incidence', 'rat', 'population', 'estimate', 'year', 'respectively', 'press', 'note', 'say']"
252,252,1.0,0.6535999774932861,"jones, temple, inscriptions, trump, india, period, vote, day, number, poll","['justices', 'm', 'sundresh', 'hemalatha', 'madras', 'high', 'court', 'thursday', 'recuse', 'hear', 'batch', 'case', 'relate', 'conduct', 'elections', 'south', 'indian', 'artistes', 'association', 'siaa', 'popularly', 'know', 'nadigar', 'sangam', 'judge', 'direct', 'high', 'court', 'registry', 'list', 'case', 'division', 'bench', 'decision', 'take', 'war', 'group', 'refuse', 'arrive', 'consensus', 'count', 'vote', 'elections', 'hold', 'hold', 'fresh', 'elections', 'administration', 'nadigar', 'sangam', 'turn', 'murky', 'complaints', 'members', 'registrar', 'societies', 'actors', 'vishal', 'nasser', 'karthi', 'right', 'continue', 'office', 'bearers', 'completion', 'year', 'tenure', 'immediately', 'office', 'bearers', 'move', 'writ', 'petition', 'high', 'court', 'obtain', 'permission', 'justice', 'd', 'audikesavalu', 'conduct', 'elections', 'june', 'judge', 'order', 'vote', 'count', 'till', 'final', 'disposal', 'case', 'take', 'final', 'hear', 'justice', 'kalyanasundaram', 'set', 'aside', 'election', 'hold', 'order', 'fresh', 'elections', 'aggrieve', 'order', 'office', 'bearers', 'move', 'writ', 'appeal', 'division', 'bench', 'appeal', 'civil', 'suit', 'list', 'bench', 'lead', 'justice', 'sundresh', 'direct', 'party', 'attempt', 'compromise', 'agree', 'count', 'vote', 'cast', 'hold', 'fresh', 'elections', 'thursday', 'report', 'compromise', 'reach', 'office', 'bearers', 'agree', 'fresh', 'election', 'faction', 'will', 'accept', 'count', 'vote', 'cast']"
253,253,3.0,0.5206999778747559,"police, test, district, court, report, health, patients, september, positive, accuse","['aim', 'bring', 'state', 'case', 'fatality', 'rate', 'health', 'minister', 'vijayabaskar', 'say', 'media', 'interaction', 'inspection', 'covid', 'control', 'room', 'minister', 'say', 'efforts', 'take', 'state', 'bear', 'result', 'track', 'trace', 'test', 'infect', 'help', 'bring', 'positivity', 'rate', 'say', 'accord', 'positivity', 'rate', 'fall', 'minister', 'say', 'guidelines', 'issue', 'indian', 'council', 'medical', 'research', 'aim', 'bring', 'positivity', 'rate', 'case', 'fatality', 'rate', 'initially', 'average', 'manage', 'reduce', 'gradually', 'week', 'come', 'say', 'average', 'persons', 'lose', 'live', 'covid', 'day', 'reduce', 'number', 'people', 'die', 'infection', 'want', 'bring', 'case', 'fatality', 'rate', 'add', 'dr', 'vijayabaskar', 'attribute', 'improvement', 'recovery', 'rate', 'focus', 'build', 'medical', 'infrastructure', 'use', 'life', 'save', 'medicine', 'treatment', 'modalities', 'adopt', 'state', 'state', 'far', 'spend', 'crore', 'covid', 'relate', 'activities', 'include', 'treatment', 'development', 'infrastructure', 'say']"
254,254,4.0,0.8134999871253967,"crore, level, water, land, allege, protest, revenue, september, work, market","['kerala', 'high', 'court', 'applicable', 'government', 'order', 'staff', 'attendance', 'high', 'court', 'offices', 'high', 'court', 'registry', 'withdraw', 'earlier', 'order', 'permit', 'staff', 'work', 'turn', 'basis', 'home', 'order', 'high', 'court', 'staff', 'shall', 'attend', 'office', 'work', 'days', 'adhere', 'covid', 'protocol']"
255,255,3.0,0.9401000142097473,"police, test, district, court, report, health, patients, september, positive, accuse","['tamil', 'nadu', 'record', 'fresh', 'case', 'covid', 'thursday', 'take', 'tally', 'persons', 'discharge', 'health', 'facilities', 'treatment', 'number', 'discharge', 'go']"
256,256,1.0,0.9955999851226807,"jones, temple, inscriptions, trump, india, period, vote, day, number, poll","['contender', 'democratic', 'nomination', 's', 'senator', 'bernie', 'sanders', 'joint', 'host', 'voice', 'express', 'alarm', 's', 'president', 'donald', 'trump', 'refusal', 'commit', 'peaceful', 'transfer', 'power', 'lose', 'november', 'election', 'mr', 'sanders', 'say', 'mr', 'trump', 'take', 'seriously', 'go', 'talk', 'wildest', 'dream', 'think', 'discuss', 'need', 'certain', 'president', 'unite', 'state', 'lose', 'election', 'abide', 'voters', 'leave', 'office', 'peacefully', 'mr', 'sanders', 'say', 'speech', 'save', 'american', 'democracy', 'george', 'washington', 'university', 'washington', 'dc', 'mr', 'sanders', 'remark', 'come', 'day', 'mr', 'trump', 'question', 'press', 'brief', 'commit', 'peaceful', 'transfer', 'power', 'think', 'terribly', 'important', 'actually', 'listen', 'seriously', 'donald', 'trump', 'say', 'mr', 'sanders', 'say', 'read', 'trump', 'accept', 'result', 'free', 'fair', 'presidential', 'poll', 'say', 'white', 'house', 'election', 'donald', 'trump', 'joe', 'biden', 'election', 'donald', 'trump', 'democracy', 'democracy', 'win', 'say', 'mr', 'sanders', 'independent', 'senator', 'vermont', 'candidate', 'choice', 'progressives', 'weeks', 'leave', 'campaign', 'fervent', 'hope', 'americans', 'democrats', 'republicans', 'independents', 'progressives', 'moderate', 'conservatives', 'come', 'defend', 'american', 'democracy', 'constitution', 'rule', 'law', 'ensure', 'unprecedented', 'moment', 'american', 'history', 'election', 'free', 'fair', 'mr', 'sanders', 'say', 'call', 'mr', 'trump', 'pathological', 'liar', 'strong', 'authoritarian', 'tendencies', 'will', 'undermine', 'democracy', 'stay', 'power', 'mr', 'trump', 'repeatedly', 'float', 'conspiracy', 'theories', 'vote', 'mail', 'claim', 'democrats', 'commit', 'voter', 'fraud', 'mr', 'sanders', 'cite', 'piece', 'research', 'include', 'republican', 'conservative', 'source', 'demonstrate', 'low', 'incidence', 'voter', 'fraud', 's', 'mr', 'sanders', 'list', 'series', 'ways', 'mr', 'trump', 'accord', 'try', 'undermine', 'legitimacy', 'elections', 'trump', 'urge', 'supporters', 'quote', 'poll', 'watchers', 'say', 'want', 'supporters', 'members', 'arm', 'militias', 'intimidate', 'voters', 'mr', 'sanders', 'say', 'senator', 'describe', 'hypothetical', 'scenario', 'mr', 'trump', 'lead', 'even', 'november', 'lose', 'postal', 'ballot', 'count', 'point', 'mr', 'sanders', 'example', 'mr', 'trump', 'postal', 'ballot', 'invalid', 'claim', 'victory', 'furthermore', 'state', 'republicans', 'control', 'legislature', 'possible', 'election', 'result', 'ignore', 'false', 'accusations', 'voter', 'fraud', 'mr', 'sanders', 'say', 'echo', 'concern', 'democrats', 'ways', 'counter', 'possibilities', 'mr', 'sanders', 'say', 'voter', 'turnout', 'higher', 'turnouts', 'traditionally', 'benefit', 'democrats', 'strongly', 'support', 'joe', 'biden', 'let', 'clear', 'landslide', 'victory', 'biden', 'virtually', 'impossible', 'trump', 'deny', 'result', 'best', 'mean', 'defend', 'democracy', 'say']"
257,257,3.0,0.9850000143051147,"police, test, district, court, report, health, patients, september, positive, accuse","['police', 'thursday', 'arrest', 'year', 'old', 'man', 'allegedly', 'rap', 'year', 'old', 'schoolgirl', 'later', 'drive', 'end', 'life', 'blackmail', 'taramani', 'police', 'begin', 'investigate', 'suicide', 'girl', 'suspicious', 'sms', 'phone', 'victim', 'mother', 'gunaseelan', 'move', 'kallukuttai', 'right', 'girl', 'death', 'parent', 'say', 'gunaseelan', 'tutor', 'victim', 'police', 'screen', 'mobile', 'phone', 'recover', 'incriminate', 'photos', 'videos', 'gunaseelan', 'flee', 'nab', 'special', 'team', 'near', 'valparai', 'confess', 'victim', 'compromise', 'picture', 'ask', 'sexual', 'favour', 'say', 'kill', 'threaten', 'release', 'photos', 'videos', 'internet', 'gunaseelan', 'charge', 'pocso', 'act']"
258,258,3.0,0.98580002784729,"police, test, district, court, report, health, patients, september, positive, accuse","['district', 'report', 'new', 'covid', 'case', 'deaths', 'hours', 'accord', 'covid', 'bulletin', 'issue', 'district', 'administration', 'thursday', 'new', 'case', 'total', 'tally', 'rise', 'death', 'toll', 'go', 'district', 'outbreak', 'pandemic', 'accord', 'officials', 'persons', 'undergo', 'treatment', 'hospitals', 'covid', 'care', 'centre', 'home', 'isolation', 'recover', 'hours', 'bulletin', 'inform', 'recovery', 'rate', 'district', 'cross', 'bulletin', 'total', 'number', 'discharge', 'thursday', 'total', 'case', 'similarly', 'active', 'case', 'district', 'come', 'death', 'rate', 'special', 'officer', 'covid', 'v', 'sudhakar', 'say', 'active', 'cluster', 'active', 'cluster', 'dormant', 'cluster', 'total', 'cluster', 'notify']"
259,259,5.0,0.9969000220298767,"farmers, india, bill, health, farm, price, protest, market, patients, care","['opposition', 'strategy', 'passage', 'farm', 'bill', 'parliament', 'raise', 'certain', 'question', 'work', 'democratic', 'process', 'especially', 'present', 'government', 'onus', 'lie', 'opposition', 'effort', 'inform', 'stakeholders', 'online', 'platforms', 'form', 'media', 'perceive', 'adverse', 'impact', 'bill', 'short', 'medium', 'long', 'term', 'vague', 'allegations', 'commercialisation', 'agriculture', 'akin', 'happen', 'british', 'colonial', 'policy', 'force', 'farmer', 'grow', 'indigo', 'fetch', 'desire', 'result', 'opposition', 'expect', 'indigo', 'revolt', 'st', 'century', 'adequate', 'mobilisation', 'sustain', 'systematic', 'communication', 'line', 'grass', 'root', 'level', 'participation', 'farmers', 'social', 'organisations', 'rohan', 'dixit', 'new', 'delhi', 'cartoon', 'hindu', 'appear', 'officials', 'food', 'corporation', 'india', 'fci', 'unnecessarily', 'take', 'offence', 'cartoon', 'appear', 'hindu', 'oped', 'page', 'september', 'state', 'affairs', 'fci', 'letter', 'editor', 'september', 'cartoon', 'question', 'open', 'multiple', 'interpretations', 'mind', 'cartoonist', 'intend', 'convey', 'covert', 'message', 'cartoon', 'rat', 'rodents', 'appear', 'rattle', 'farm', 'bill', 'rodents', 'represent', 'legged', 'ones', 'presumably', 'legged', 'ones', 'legged', 'ones', 'account', 'pilferage', 'loss', 'way', 'theft', 'legged', 'ones', 'run', 'millions', 'tons', 'fci', 'equip', 'minimise', 'losses', 'thing', 'say', 'legged', 'ones', 'network', 'actively', 'involve', 'racket', 'ingenuity', 'outsmart', 'surveillance', 'detection', 'fantastic', 'backdrop', 'see', 'fci', 'signboard', 'score', 'write', 'line', 'say', 'private', 'warehouse', 'account', 'totality', 'elements', 'cartoon', 'sense', 'contrary', 'fci', 'letter', 'claim', 'high', 'standards', 'storage', 'maintenance', 'fci', 'warehouse', 'report', 'damage', 'foodgrains', 'pilferage', 'thefts', 'uncommon', 'long', 'time', 'lead', 'news', 'daily', 'publish', 'shock', 'story', 'call', 'great', 'grain', 'robbery', 'force', 'government', 'backfoot', 'claim', 'decode', 'cartoon', 'question', 'suggest', 'cartoon', 'legged', 'rodents', 'cartoonist', 'able', 'clarify', 'readers', 'editor', 'hindu', 'ask', 'cartoonist', 'step', 'sharp', 'criticism', 'work', 'jameel', 'ahmed', 'mysuru', 'narcotics', 'actors', 'appear', 'fabled', 'indian', 'film', 'industry', 'wrap', 'tentacles', 'narcotics', 'trade', 'happen', 'tip', 'iceberg', 'small', 'fish', 'catch', 'ncb', 'net', 'crocodiles', 'lurk', 'free', 'time', 'ripe', 'start', 'huge', 'clean', 'woods', 'reduce', 'ash', 'k', 'varadarajan', 'chennai', 'drug', 'abuse', 'drug', 'peddle', 'deal', 'seriously', 'members', 'parliament', 'film', 'actors', 'possessive', 'defensive', 'allege', 'drug', 'use', 'bollywood', 'remember', 'days', 'film', 'industry', 'vastly', 'different', 'actors', 'allege', 'involve', 'narcotics', 'role', 'model', 'ambassadors', 'realise', 'impact', 'society', 'youth', 'message', 'clear', 'drug', 'drug', 'abuse', 'kailash', 'ditya', 'hyderabad', 'appear', 'fabled', 'indian', 'film', 'industry', 'wrap', 'tentacles', 'narcotics', 'trade', 'crocodiles', 'lurk', 'free', 'time', 'ripe', 'huge', 'clean', 'woods', 'reduce', 'ash', 'k', 'varadarajan', 'chennai', 'covid', 'vaccine', 'aid', 'breathe', 'easy', 'till', 'mid', 'year', 'start', 'measure', 'benefit', 'total', 'pan', 'india', 'vaccination', 'provide', 'work', 'super', 'efficiency', 'focus', 'daily', 'case', 'count', 'continue', 'indefinitely', 'lakh', 'test', 'level', 'trap', 'vaccine', 'medicine', 'unlike', 'advance', 'medicinal', 'chemistry', 'need', 'rid', 'society', 'fear', 'revival', 'difficult', 'balakrishnan', 'bengaluru']"
260,260,2.0,0.9559000134468079,"house, official, india, chinese, plan, chief, spb, tamil, people, sing","['mystic', 'celestial', 'snow', 'lion', 'gang', 'seng', 'ge', 'local', 'lore', 'derive', 'sanskrit', 'simha', 'emblem', 'tibet', 'showcasing', 'eternally', 'snow', 'cover', 'mountains', 'glaciers', 'symbolise', 'power', 'strength', 'fearlessness', 'joy', 'live', 'symbol', 'flag', 'intrepid', 'fearless', 'warriors', 'figure', 'prominently', 'recent', 'clash', 'eastern', 'ladakh']"
